learning_rate,n_estimators,max_depth,min_child_weight,subsample,colsample_bytree,reg_alpha,reg_lambda,gamma,max_delta_step,scale_pos_weight,weight_class_0,weight_class_1,weight_class_2,value
0.029486283829950916,303,5,8,0.6732187013642467,0.6728890306217207,4.638414707790874,1.2213179894837038,0.9709613637793622,2,0.5270409702978797,3.198539115665042,0.7514580703374909,1.8517134049734043,-0.5731046714160328
0.03182198273605322,301,5,8,0.6569288486747036,0.6709300255502056,4.7405414205206915,1.2649380230383678,1.1453041664337502,3,0.5007400336169068,3.1846589747739027,0.7410983950368214,1.8536395600712716,-0.5735311110460108
0.030906907108000432,299,5,8,0.8225653893875193,0.668611299513569,4.833248134423247,0.01304804023932249,1.1218233489039704,3,0.7563017508357608,3.6119470747263134,0.559233487943465,1.8541674684828204,-0.5817885402019234
0.03208878237343208,282,5,3,0.813068363897267,0.6639641685533266,4.646468378719642,1.4196927088573075,1.128515659881895,3,0.6987849205804086,3.214068312865506,0.6755748235417445,1.4734830833359163,-0.5796112741209781
0.03215615438005537,298,5,3,0.6102516053522963,0.6693516281790407,4.8657569389913915,1.3778803494401763,1.1225302566342334,3,0.5001269251947085,3.230917105110285,0.6822424537921042,1.8441664281395098,-0.5768732886301402
0.058889148312247064,307,5,3,0.6069863329132695,0.6565773228056248,4.940150983105223,1.3510493303856408,1.1875089212182495,3,0.7009429045912754,3.172643435157989,0.5534514317977061,1.8411814300801748,-0.5911083575452624
0.058887111336304684,294,5,3,0.816233868260359,0.6662589627151664,4.990846763677661,1.3871282151352256,1.1615323527286674,3,0.7136189324291683,3.2565415082306077,0.5518032437202433,1.874908614429436,-0.591120718629991
0.05774541857950077,298,4,3,0.6009215045805847,0.669362861759603,4.917879592130106,1.3543248931611387,1.6480718410195947,3,0.5127063110989287,3.2384471900858753,0.6736754322676047,1.7955283772890582,-0.5856332260679162
0.04636269302007602,297,5,8,0.641260869586855,0.6553600517207162,4.8489867860968605,1.2315944248218733,0.8950920469873398,3,0.7063884897754702,3.2882177727059654,0.6825788346617323,1.8086881693532026,-0.5878053506859845
0.04409938676362865,308,5,8,0.8213987404303129,0.6670419872100999,4.844256883768405,1.1355671150679645,1.6576441318217072,3,0.697728233417219,3.3132293569052185,0.6845589733233677,1.867174370589653,-0.5856582419413133
0.04566477677213543,307,5,3,0.7132963426573575,0.6502351289935844,4.620233367073104,0.9511156092604002,1.627651672600153,3,0.7186762420243163,3.3042737878099677,0.6813200778271838,1.5068969261411933,-0.5866425472073722
